State,Case_Number,Persons,County,City,Month,Day,Route,Rural/Urban,Latitude,Longitude,First Harmful Event,Manner of Collision,Light Conditions,Weather
Massachusetts,250302,1,PLYMOUTH (23),MIDDLEBORO,December,Tuesday,Interstate,Urban,41.90014167,-70.96063889,"Post, Pole or Other Supports",The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Massachusetts,250304,4,BRISTOL (5),REHOBOTH,December,Friday,U.S. Highway,Urban,41.83731111,-71.28063611,Motor Vehicle In-Transport,Front-to-Front,Daylight,Clear
Massachusetts,250305,1,MIDDLESEX (17),ARLINGTON,December,Tuesday,State Highway,Urban,42.41679722,-71.15066111,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dawn,Freezing Rain or Drizzle
Massachusetts,250306,1,WORCESTER (27),SHREWSBURY,December,Tuesday,Interstate,Urban,42.32169167,-71.719975,Guardrail End,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Sleet or Hail
Massachusetts,250307,4,PLYMOUTH (23),PEMBROKE,December,Sunday,State Highway,Urban,42.10461944,-70.77329722,Motor Vehicle In-Transport,Angle,Daylight,Clear
Massachusetts,250309,4,FRANKLIN (11),ORANGE,December,Monday,State Highway,Urban,42.58592222,-72.28333611,Motor Vehicle In-Transport,Front-to-Front,Daylight,Snow
Massachusetts,250310,4,BRISTOL (5),RAYNHAM CENTER,December,Saturday,State Highway,Urban,41.94276111,-71.07789167,Motor Vehicle In-Transport,Front-to-Front,Dark - Lighted,Clear
Massachusetts,250311,6,ESSEX (9),METHUEN,October,Friday,State Highway,Urban,42.69425,-71.22997222,Motor Vehicle In-Transport,Front-to-Front,Dark - Lighted,Clear
Massachusetts,250312,2,BRISTOL (5),TOWN OF DIGHTON,October,Thursday,State Highway,Urban,41.88599722,-71.06761389,Motor Vehicle In-Transport,Front-to-Rear,Dark - Lighted,Clear
Massachusetts,250313,1,BRISTOL (5),RAYNHAM CENTER,November,Friday,Interstate,Urban,41.93509167,-71.01089444,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Massachusetts,250314,1,PLYMOUTH (23),DUXBURY,December,Sunday,State Highway,Urban,42.05396944,-70.72559722,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Massachusetts,250317,1,ESSEX (9),BRADFORD,October,Saturday,State Highway,Urban,42.77096111,-71.07605,Guardrail Face,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Massachusetts,250319,1,WORCESTER (27),WESTMINSTER,November,Friday,State Highway,Urban,42.54520278,-71.91155278,Embankment,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Massachusetts,250320,3,HAMPSHIRE (15),SOUTH HADLEY,November,Thursday,State Highway,Urban,42.27279444,-72.56603333,Motor Vehicle In-Transport,Front-to-Front,Daylight,Clear
Massachusetts,250322,1,MIDDLESEX (17),NATICK,December,Wednesday,State Highway,Urban,42.28286667,-71.34806667,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Massachusetts,250326,1,WORCESTER (27),FITCHBURG,September,Thursday,State Highway,Urban,42.58228333,-71.79273333,"Post, Pole or Other Supports",The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Massachusetts,250327,4,NORFOLK (21),QUINCY,December,Monday,Interstate,Urban,42.22776389,-71.01682778,Motor Vehicle In-Transport,Front-to-Rear,Dark - Lighted,Cloudy
Massachusetts,250329,2,MIDDLESEX (17),NEWTON,December,Thursday,State Highway,Urban,42.37282222,-71.11679722,Fence,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Reported as Unknown
Massachusetts,250330,1,MIDDLESEX (17),LITTLETON,November,Sunday,State Highway,Urban,42.551525,-71.53672778,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Cloudy
Massachusetts,250331,2,WORCESTER (27),LEICESTER,November,Tuesday,State Highway,Urban,42.24378611,-71.93173056,Motor Vehicle In-Transport,Front-to-Rear,Daylight,Clear
Massachusetts,250332,2,BRISTOL (5),FREETOWN,November,Thursday,State Highway,Urban,41.80200278,-70.97156944,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Massachusetts,250333,2,MIDDLESEX (17),EVERETT,October,Wednesday,State Highway,Urban,42.40796389,-71.05557778,Motor Vehicle In-Transport,Front-to-Rear,Dawn,Rain
Massachusetts,250334,3,BERKSHIRE (3),CHESHIRE,October,Sunday,State Highway,Urban,42.53773056,-73.18218056,Motor Vehicle In-Transport,Front-to-Front,Daylight,Clear
Massachusetts,250335,1,MIDDLESEX (17),EVERETT,September,Friday,State Highway,Urban,42.39765556,-71.06522778,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Michigan,260001,4,ST. CLAIR (147),PORT HURON,January,Tuesday,State Highway,Urban,42.99344722,-82.43286111,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Cloudy
Michigan,260002,1,ST. CLAIR (147),CASCO,January,Wednesday,Interstate,Rural,42.76346111,-82.69405556,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Rain
Michigan,260006,1,MACOMB (99),CHESTERFIELD,January,Wednesday,State Highway,Urban,42.67536944,-82.78220278,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Michigan,260007,2,MONROE (115),ERIE,January,Thursday,Interstate,Urban,41.74618333,-83.48473611,Motor Vehicle In-Transport,Front-to-Rear,Daylight,Clear
Michigan,260010,5,MIDLAND (111),MIDLAND,January,Tuesday,State Highway,Urban,43.612375,-84.26447778,Motor Vehicle In-Transport,Front-to-Front,Daylight,Clear
Michigan,260011,1,WAYNE (163),LIVONIA,January,Tuesday,Interstate,Urban,42.38169167,-83.415725,Wall,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Cloudy
Michigan,260013,2,WAYNE (163),REDFORD TOWNSHIP,January,Saturday,County Road,Rural,42.39958056,-83.29586389,Motor Vehicle In-Transport,Angle,Dark - Lighted,Clear
Michigan,260020,1,WAYNE (163),LIVONIA,January,Thursday,Local Street - Municipality,Urban,42.42569722,-83.39453333,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Cloudy
Michigan,260021,1,CHIPPEWA (33),KINROSS,January,Thursday,Interstate,Rural,46.29776111,-84.4749,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Michigan,260022,1,WAYNE (163),DETROIT,January,Saturday,Interstate,Urban,42.36846944,-83.14154444,Embankment,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Cloudy
Michigan,260024,2,WAYNE (163),DETROIT,January,Saturday,Local Street - Municipality,Urban,42.38731111,-83.18845278,Utility Pole/Light Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Michigan,260025,9,WAYNE (163),DETROIT,January,Sunday,Local Street - Municipality,Urban,42.42398611,-83.17042222,Motor Vehicle In-Transport,Angle,Dawn,Clear
Michigan,260030,1,WAYNE (163),DETROIT,January,Saturday,State Highway,Urban,42.414375,-83.02351111,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260031,1,MACOMB (99),HARRISON TOWNSHIP,January,Friday,Interstate,Urban,42.55546944,-82.86184167,Mail Box,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Michigan,260033,1,MACOMB (99),SAINT CLAIR SHORES,January,Wednesday,Interstate,Urban,42.47304444,-82.91651389,Bridge Pier or Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260036,4,MACKINAC (97),SAINT IGNACE,January,Friday,Local Street - Frontage Road,Urban,45.88166389,-84.72541944,Motor Vehicle In-Transport,Angle,Daylight,Clear
Michigan,260039,1,OCEANA (127),SHELBY,January,Saturday,Local Street - Municipality,Rural,43.61548056,-86.35825278,Motor Vehicle In-Transport,Front-to-Rear,Daylight,Cloudy
Michigan,260041,3,CASS (27),CASSOPOLIS,January,Monday,State Highway,Rural,41.92185556,-86.02445556,Motor Vehicle In-Transport,Angle,Daylight,Snow
Michigan,260043,1,WAYNE (163),ROMULUS,January,Tuesday,Local Street - Municipality,Urban,42.25298889,-83.34175,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Michigan,260044,2,INGHAM (65),EAST LANSING,January,Tuesday,Local Street - Municipality,Trafficway Not in State Inventory,42.72575556,-84.48776667,Motor Vehicle In-Transport,Angle,Dawn,Cloudy
Michigan,260045,2,MACOMB (99),WARREN,January,Sunday,State Highway,Urban,42.46085556,-83.026575,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260050,2,WAYNE (163),DETROIT,January,Wednesday,Local Street - Municipality,Urban,42.43353889,-82.95101667,Fence,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260056,2,WAYNE (163),TRENTON,January,Saturday,Local Street - Municipality,Urban,42.12665,-83.19731389,Other Fixed Object,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Cloudy
Michigan,260058,2,WAYNE (163),DEARBORN,January,Thursday,Local Street - Municipality,Urban,42.3438,-83.18728611,Motor Vehicle In-Transport,Front-to-Front,Daylight,Clear
Michigan,260060,3,MACOMB (99),SAINT CLAIR SHORES,February,Sunday,Local Street - Municipality,Urban,42.52827778,-82.87306389,Motor Vehicle In-Transport,Front-to-Front,Daylight,Cloudy
Michigan,260063,1,SAGINAW (145),MERRILL,February,Tuesday,State Highway,Rural,43.40951944,-84.339675,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260069,2,GENESEE (49),FLINT TOWNSHIP,February,Sunday,Interstate,Urban,42.9658,-83.80620556,Motor Vehicle In-Transport,Front-to-Front,Dark - Not Lighted,Snow
Michigan,260070,1,OAKLAND (125),OAK PARK,February,Saturday,Local Street - Municipality,Urban,42.47166667,-83.18249167,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260071,3,GENESEE (49),DAVISON,February,Saturday,State Highway,Urban,43.04044167,-83.51806667,Motor Vehicle In-Transport,Angle,Daylight,Cloudy
Michigan,260074,2,WAYNE (163),WESTLAND,February,Monday,Local Street - Municipality,Urban,42.29828889,-83.34926667,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Cloudy
Michigan,260075,3,WAYNE (163),DETROIT,January,Tuesday,Local Street - Municipality,Urban,42.41713333,-83.140675,Motor Vehicle In-Transport,Angle,Dark - Lighted,Clear
Michigan,260079,2,MARQUETTE (103),MARQUETTE,February,Wednesday,State Highway,Urban,46.53843333,-87.41734167,Motor Vehicle In-Transport,Angle,Daylight,Clear
Michigan,260080,1,INGHAM (65),LANSING,February,Sunday,Interstate,Urban,42.65855556,-84.54456111,Traffic Sign Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Rain
Michigan,260082,3,MACOMB (99),CLINTON TOWNSHIP,February,Thursday,County Road,Urban,42.55691389,-82.96317778,Motor Vehicle In-Transport,Front-to-Front,Dark - Not Lighted,Clear
Michigan,260083,2,WAYNE (163),DETROIT,February,Saturday,Local Street - Municipality,Urban,42.34798611,-83.00959722,Motor Vehicle In-Transport,Angle,Daylight,Clear
Michigan,260084,1,GENESEE (49),FLINT,February,Friday,Local Street - Municipality,Urban,42.99995833,-83.69516667,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260089,4,GENESEE (49),FLINT,February,Thursday,Local Street - Municipality,Urban,43.03366389,-83.69368611,Utility Pole/Light Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Michigan,260093,1,GENESEE (49),FLINT,February,Monday,Local Street - Municipality,Urban,43.02632222,-83.73308333,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260094,1,ST. CLAIR (147),CASCO,February,Thursday,County Road,Rural,42.79598889,-82.69928333,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Cloudy
Michigan,260095,1,OAKLAND (125),ROYAL OAK,February,Wednesday,State Highway,Urban,42.49595556,-83.16484444,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Rain
Michigan,260097,2,KALAMAZOO (77),PORTAGE,February,Friday,Interstate,Urban,42.23729167,-85.59695833,Guardrail End,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Snow
Michigan,260104,1,OAKLAND (125),TROY,March,Wednesday,Interstate,Urban,42.55949444,-83.1238,Utility Pole/Light Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Snow
Michigan,260105,2,GENESEE (49),ATLAS,February,Wednesday,State Highway,Rural,42.93319167,-83.50475,Motor Vehicle In-Transport,Angle,Dark - Not Lighted,Snow
Michigan,260108,4,VAN BUREN (159),MATTAWAN,March,Tuesday,Interstate,Urban,42.22319167,-85.77068889,Motor Vehicle In-Transport,Front-to-Rear,Daylight,Snow
Michigan,260110,4,WAYNE (163),DETROIT,February,Friday,Local Street - Municipality,Urban,42.37419722,-83.15857778,Traffic Sign Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Michigan,260113,4,OAKLAND (125),OAKLAND,February,Thursday,County Road,Urban,42.71996944,-83.13466389,Motor Vehicle In-Transport,Angle,Daylight,"Fog, Smog, Smoke"
Michigan,260114,1,WAYNE (163),GROSSE POINTE SHORES,February,Friday,Local Street - Municipality,Urban,42.41644722,-82.88311667,Utility Pole/Light Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Michigan,260116,1,OAKLAND (125),CLAWSON,February,Saturday,Local Street - Municipality,Urban,42.53353889,-83.14265833,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260117,0,MACOMB (99),SAINT CLAIR SHORES,February,Monday,Local Street - Municipality,Urban,42.45342778,-82.91460278,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Michigan,260118,3,OTTAWA (139),HUDSONVILLE,February,Friday,Interstate,Urban,42.84785278,-85.86761667,Motor Vehicle In-Transport,Angle,Dark - Not Lighted,Clear
Michigan,260119,2,MONTCALM (117),CRYSTAL,March,Friday,County Road,Rural,43.28046667,-84.90480833,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Cloudy
Michigan,260120,2,WAYNE (163),ROMULUS,March,Monday,Interstate,Urban,42.23355,-83.36303333,Motor Vehicle In-Transport,Front-to-Rear,Daylight,Cloudy
Michigan,260125,5,MACOMB (99),SAINT CLAIR SHORES,March,Thursday,Interstate,Urban,42.48121944,-82.91684444,Motor Vehicle In-Transport,Front-to-Rear,Daylight,Clear
Michigan,260126,4,CLINTON (37),EAGLE,March,Saturday,Interstate,Rural,42.80011111,-84.73966667,Motor Vehicle In-Transport,Front-to-Front,Dusk,Rain
Michigan,260127,2,WAYNE (163),DETROIT,March,Saturday,State Highway,Urban,42.40786111,-82.99552778,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Rain
Michigan,260129,1,WAYNE (163),DETROIT,March,Wednesday,Local Street - Municipality,Urban,42.41718611,-83.13835278,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Michigan,260130,3,WAYNE (163),DETROIT,March,Thursday,State Highway,Urban,42.43499167,-82.97775278,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dawn,Cloudy
Michigan,260131,3,BERRIEN (21),BERTRAND,March,Friday,U.S. Highway,Urban,41.80508611,-86.31375278,Motor Vehicle In-Transport,Angle,Daylight,Rain
Michigan,260132,2,GENESEE (49),GENESEE,March,Friday,County Road,Urban,43.0626,-83.61636389,Motor Vehicle In-Transport,Angle,Daylight,Rain
Michigan,260135,1,WAYNE (163),TAYLOR,March,Saturday,Interstate,Urban,42.24779167,-83.30657222,Utility Pole/Light Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Cloudy
Michigan,260136,1,WAYNE (163),DETROIT,March,Friday,Local Street - Municipality,Urban,42.38106944,-83.11378611,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260139,3,MUSKEGON (121),HOLTON,March,Saturday,County Road,Rural,43.39270833,-86.03918056,Motor Vehicle In-Transport,Front-to-Front,Dark - Not Lighted,Cloudy
Michigan,260140,4,WAYNE (163),DETROIT,March,Saturday,Local Street - Municipality,Urban,42.39023611,-82.97878889,Motor Vehicle In-Transport,Front-to-Front,Daylight,Clear
Michigan,260141,2,WAYNE (163),DEARBORN,March,Saturday,Local Street - Municipality,Urban,42.34388889,-83.182825,Motor Vehicle In-Transport,Angle,Daylight,Clear
Michigan,260142,1,GENESEE (49),FLINT,March,Friday,Local Street - Municipality,Urban,43.00690833,-83.64075,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260143,2,GENESEE (49),FLINT,March,Friday,Local Street - Municipality,Urban,43.04696667,-83.69295278,Utility Pole/Light Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260144,2,WAYNE (163),DETROIT,March,Monday,Local Street - Municipality,Urban,42.40242778,-82.99445,Motor Vehicle In-Transport,Front-to-Front,Dark - Lighted,Clear
Michigan,260145,6,OAKLAND (125),MADISON HEIGHTS,March,Thursday,Interstate,Urban,42.47728889,-83.10276389,Motor Vehicle In-Transport,Front-to-Rear,Dark - Lighted,Rain
Michigan,260147,2,WAYNE (163),DETROIT,March,Thursday,Local Street - Municipality,Urban,42.33241667,-83.12125,Motor Vehicle In-Transport,Front-to-Rear,Daylight,Rain
Michigan,260148,1,MUSKEGON (121),HOLTON,March,Monday,County Road,Rural,43.41024444,-86.12078889,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Michigan,260151,2,IOSCO (69),OSCODA,March,Tuesday,County Road,Urban,44.51174722,-83.34682222,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Michigan,260153,1,WAYNE (163),DETROIT,March,Thursday,Interstate,Urban,42.33456111,-83.13226944,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260154,2,WAYNE (163),DETROIT,March,Saturday,State Highway,Urban,42.43354444,-83.02421389,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260155,3,WAYNE (163),ALLEN PARK,March,Sunday,Local Street - Municipality,Urban,42.27738056,-83.216575,Utility Pole/Light Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dusk,Clear
Michigan,260156,2,WAYNE (163),DETROIT,March,Monday,State Highway,Urban,42.37272222,-83.01873056,Utility Pole/Light Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260157,1,EATON (45),CHARLOTTE,February,Monday,Local Street - Municipality,Urban,42.58209444,-84.81000556,Unknown Fixed Object,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Cloudy
Michigan,260164,4,OAKLAND (125),OXFORD,March,Saturday,County Road,Urban,42.82384444,-83.29759167,Motor Vehicle In-Transport,Front-to-Front,Daylight,Clear
Michigan,260165,1,OAKLAND (125),COMMERCE TWP,March,Saturday,County Road,Urban,42.59238056,-83.44214722,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Michigan,260166,4,WAYNE (163),DETROIT,April,Monday,State Highway,Urban,42.41546944,-83.06171389,Motor Vehicle In-Transport,Angle,Daylight,Clear
Michigan,260167,1,KENT (81),GRAND RAPIDS,March,Saturday,Local Street - Municipality,Urban,42.94863333,-85.69845278,Bridge Rail (Includes parapet),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260169,3,DELTA (41),FORD RIVER,March,Thursday,State Highway,Rural,45.68633611,-87.11676111,Motor Vehicle In-Transport,Front-to-Front,Daylight,Clear
Michigan,260172,3,WAYNE (163),DETROIT,April,Friday,Local Street - Municipality,Urban,42.37339167,-83.19761111,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Rain
Michigan,260174,1,OAKLAND (125),SOUTHFIELD,April,Tuesday,State Highway,Urban,42.48759444,-83.28280278,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Cloudy
Michigan,260176,1,WASHTENAW (161),ANN ARBOR,March,Saturday,Local Street - Municipality,Urban,42.28359167,-83.78997222,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Cloudy
Michigan,260177,1,KENT (81),GRANDVILLE,April,Friday,Local Street - Municipality,Urban,42.88426667,-85.77183333,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Michigan,260178,2,WAYNE (163),DETROIT,April,Tuesday,Local Street - Municipality,Urban,42.40844722,-83.21292778,Motor Vehicle In-Transport,Angle,Dark - Lighted,Clear
Michigan,260179,2,WAYNE (163),DETROIT,April,Sunday,Local Street - Municipality,Urban,42.44285556,-83.21012778,Motor Vehicle In-Transport,Angle,Dark - Lighted,Rain
Michigan,260183,1,GENESEE (49),FLINT,April,Wednesday,Local Street - Municipality,Urban,43.03614722,-83.70436111,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Michigan,260185,2,LENAWEE (91),HUDSON,April,Tuesday,State Highway,Rural,41.85520556,-84.33583056,Motor Vehicle In-Transport,Front-to-Front,Dawn,Clear
Michigan,260189,1,OAKLAND (125),OAKLAND,April,Saturday,County Road,Urban,42.76951389,-83.14455278,Live Animal,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Michigan,260195,5,WAYNE (163),DETROIT,April,Monday,State Highway,Urban,42.39408333,-83.00455,Motor Vehicle In-Transport,Angle,Dark - Lighted,Cloudy
Michigan,260196,6,MACOMB (99),CLINTON TOWNSHIP,April,Saturday,County Road,Urban,42.55148056,-82.87280278,Motor Vehicle In-Transport,Angle,Dark - Lighted,Clear
Michigan,260197,4,WAYNE (163),DETROIT,April,Monday,Local Street - Municipality,Urban,42.40079167,-83.23259722,Motor Vehicle In-Transport,Front-to-Front,Daylight,Clear
Michigan,260198,1,CALHOUN (25),CLARENDON,April,Saturday,County Road,Rural,42.10158611,-84.90548056,Traffic Sign Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Cloudy
Michigan,260204,2,GENESEE (49),FLINT TOWNSHIP,April,Friday,County Road,Urban,42.97410833,-83.75036389,Motor Vehicle In-Transport,Front-to-Rear,Daylight,Clear
Michigan,260206,1,WAYNE (163),DETROIT,April,Sunday,Local Street - Municipality,Urban,42.44766667,-82.98558889,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260208,7,WAYNE (163),DETROIT,April,Tuesday,Local Street - Municipality,Urban,42.41666944,-82.96485278,Motor Vehicle In-Transport,Angle,Daylight,Cloudy
Michigan,260211,2,WAYNE (163),DETROIT,April,Sunday,Local Street - Municipality,Urban,42.34650556,-83.23549444,Parked Motor Vehicle,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Michigan,260215,3,WAYNE (163),DETROIT,March,Sunday,Local Street - Municipality,Urban,42.41499722,-82.97106389,Motor Vehicle In-Transport,Angle,Dark - Lighted,Clear
Michigan,260217,2,MARQUETTE (103),NEGAUNEE,March,Sunday,State Highway,Urban,46.49503333,-87.62265556,Motor Vehicle In-Transport,Front-to-Front,Daylight,Snow
Michigan,260220,5,MACOMB (99),STERLING HEIGHTS,April,Saturday,Local Street - Municipality,Urban,42.59361389,-83.07082778,Motor Vehicle In-Transport,Angle,Daylight,Clear
Michigan,260221,2,KENT (81),WYOMING,April,Monday,Local Street - Municipality,Urban,42.88791944,-85.66489444,Motor Vehicle In-Transport,Angle,Daylight,Cloudy
Michigan,260224,2,WAYNE (163),GARDEN CITY,April,Thursday,Local Street - Municipality,Urban,42.32687222,-83.360875,Motor Vehicle In-Transport,Angle,Daylight,Cloudy
Michigan,260225,1,OAKLAND (125),PONTIAC,April,Friday,U.S. Highway,Urban,42.62446944,-83.32517222,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260226,2,KENT (81),GRAND RAPIDS,May,Wednesday,State Highway,Urban,42.985175,-85.59035,Motor Vehicle In-Transport,Front-to-Rear,Daylight,Rain
Michigan,260227,2,ST. CLAIR (147),SAINT CLAIR,April,Tuesday,Local Street - Municipality,Urban,42.84695278,-82.497175,Motor Vehicle In-Transport,Angle,Dark - Lighted,Clear
Michigan,260228,2,WAYNE (163),DETROIT,May,Sunday,State Highway,Urban,42.37668056,-83.15866944,Motor Vehicle In-Transport,Angle,Daylight,Clear
Michigan,260229,1,WAYNE (163),WESTLAND,April,Thursday,State Highway,Urban,42.32452778,-83.38383889,Pedalcyclist,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Rain
Michigan,260233,2,MACOMB (99),CLINTON TOWNSHIP,May,Wednesday,State Highway,Urban,42.56941667,-82.91213333,Motor Vehicle In-Transport,Angle,Dark - Lighted,Cloudy
Michigan,260234,1,WAYNE (163),DETROIT,May,Friday,Local Street - Municipality,Urban,42.42913056,-83.26970278,Utility Pole/Light Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Cloudy
Michigan,260237,3,GENESEE (49),BURTON,May,Friday,Local Street - Municipality,Urban,42.98934167,-83.64210833,Motor Vehicle In-Transport,Angle,Daylight,Clear
Michigan,260239,1,CALHOUN (25),BATTLE CREEK,May,Wednesday,State Highway,Urban,42.34673333,-85.23822222,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Cloudy
Michigan,260240,4,WAYNE (163),DETROIT,May,Thursday,State Highway,Urban,42.32448889,-83.38656111,Motor Vehicle In-Transport,Sideswipe - Same Direction,Daylight,Rain
Michigan,260244,4,MACOMB (99),CHESTERFIELD,May,Tuesday,County Road,Urban,42.68904444,-82.82169722,Motor Vehicle In-Transport,Angle,Daylight,Cloudy
Michigan,260245,3,WAYNE (163),DETROIT,May,Tuesday,Local Street - Municipality,Urban,42.43054722,-83.194975,Motor Vehicle In-Transport,Angle,Daylight,Clear
Michigan,260246,3,WAYNE (163),CANTON TOWNSHIP,May,Thursday,Interstate,Urban,42.3217,-83.44299722,Motor Vehicle In-Transport,Front-to-Rear,Daylight,Clear
